Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
Анаферон таблетки для рассасывания (детские) №20;;170298.05;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ КЛИНИЧЕСКАЯ ДЕТСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2311022836;45.061834;38.908577
Анаферон таблетки для рассасывания (детские) №20;;184.95;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ КЛИНИЧЕСКАЯ ДЕТСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";2311022836;45.061834;38.908577
АНАФЕРОН ДЕТСКИЙ N20 ТАБЛ Д/РАССАС;;186727.2;2014;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
АНАФЕРОН ДЕТСКИЙ N20 ТАБЛ Д/РАССАС;;182325;2014;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон Детский таб.д/рассасывания №20;;63558;2013;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;57730.5;2013;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;3240;2013;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. № 20;;34816;2013;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
анаферон № 20 табл. д/рассес;;36960;2013;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;59499;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;127350;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" министерства здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детские таблетки для рассасывания № 20;;59400;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;58500;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;127350;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон дет. табл./расс. №20;;106929;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;74500;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;34725;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;17545;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;17690;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;27264.3;2012;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон №20 детск.;;23400;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон №20 таб.д/дет.;;42350;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон д/дет.№20 таб.;;24946;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детск.№20 таб.;;18150;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таблетки для рассасывания №20;;46828.68;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон № 20 таб.д/дет.;;23200;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон дет. №20;;18507;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Анаферон детский таб. №20;;23000;2011;"государственное бюджетное учреждение здравоохранения ""Специализированная клиническая детская инфекционная больница"" департамента здравоохранения Краснодарского края";2311022836;45.061834;38.908577
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;56168;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;33735;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;2478;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;7286;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;9654.4;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;14160;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;75600;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;32500;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;17405;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;6608;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;21523.2;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;13216;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;78470;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;30090;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;53542.5;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;13009.5;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Ставропольский краевой клинический перинатальный центр""";2633002721;45.044521;41.969083
Гинкго Билоба капс. 80мг N30;;51744;2013;"Государственное бюджетное учреждение Рязанской области ""Скопинская центральная районная больница""";6233002668;53.82359;39.549328
Оциллококцинум гран. гомеопат. 12 доз (грипп и простуда);;12153.9;2013;"Государственное бюджетное учреждение Рязанской области ""Скопинская центральная районная больница""";6233002668;53.82359;39.549328
Анаферон детский №20 таблетки для рассасывания;;19414;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""СЛАВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";3924000350;54.754365;21.22993
Анаферон детский №20;;3392.4;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""СЛАВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";3924000350;54.754365;21.22993
Средства гомеопатические лекарственные, действующие на нервную систему;;105777.1;2014;"областное государственное бюджетное учреждение здравоохранения ""Смидовичская районная больница""";7903002033;48.449809;133.569026
коэнзим композитум;;1780;2017;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";6731018660;54.78264;32.045134
коэнзим композитум р-р;;1933.7;2016;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";6731018660;54.78264;32.045134
коэнзим композитум;;1946.1;2016;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";6731018660;54.78264;32.045134
коэнзим композитум;;1896.7;2016;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";6731018660;54.78264;32.045134
Средства лекарственные гомеопатические;;90547;2015;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""";6714004795;54.924842;31.840381
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;12674;2015;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""";6714004795;54.924842;31.840381
Афала табл. для рассасывания №100;;24630;2016;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СМОЛЕНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";6715001490;55.830811;34.277834
Тенотен  таб.д/рассас. №40;;31560;2015;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ""СМОЛЕНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";6715001490;55.830811;34.277834
Оциллококцинум гран. 12 доз;;49200;2012;"федеральное казенное учреждение ""Смоленская психиатрическая больница (стационар) специализированного типа с интенсивным наблюдением"" Министерства здравоохранения Российской Федерации";6715001490;55.830811;34.277834
Средства гомеопатические лекарственные прочие;;1210;2014;"Государственное бюджетное учреждение здравоохранения Самарской области ""Сызранский наркологический диспансер""";6325024710;53.155782;48.474485
Средства гепатотропные гомеопатические лекарственные;;8965;2014;"Государственное бюджетное учреждение здравоохранения Самарской области ""Сызранский наркологический диспансер""";6325024710;53.155782;48.474485
Средства гомеопатические лекарственные прочие;;1320;2014;"Государственное бюджетное учреждение здравоохранения Самарской области ""Сызранский наркологический диспансер""";6325024710;53.155782;48.474485
Анаферон взрослый;;228700;2011;"муниципальное учреждение здравоохранения ""Советская центральная районная больница""";8615010093;61.370766;63.566793
Средства гомеопатические лекарственные, действующие на чувствительные нервные окончания и противовоспалительные;;27190.22;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СОВЕТСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";2619009274;44.411479;43.886906
Средства гомеопатические лекарственные, действующие на чувствительные нервные окончания и противовоспалительные;;344.46;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СОВЕТСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";2619009274;44.411479;43.886906
Анаферон дет №20;;5031.3;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""СОВЕТСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""";3911011965;55.081029;21.888647
Анаферон детский  таблетки для рассасывания, №20;;2657.2;2011;"Муниципальное учреждение здравоохранения ""Советская центральная районная больница""";4330000334;57.584458;48.954527
"Анаферон	Таблетки гомеопатические 	№20";;3000;2014;"Государственное бюджетное учреждение Республики Марий Эл ""Советская центральная районная больница""";1213003054;56.720508;48.454057
"Анаферон	Таблетки гомеопатические  №20";;2430;2014;"Государственное бюджетное учреждение Республики Марий Эл ""Советская центральная районная больница""";1213003054;56.720508;48.454057
Анаферон детский;;1255;2012;"Государственное бюджетное учреждение Республики Марий Эл ""Советская центральная районная больница""";1213003054;56.720508;48.454057
2423377: Анаферон детский;;672.8;2012;"Государственное бюджетное учреждение Республики Марий Эл ""Советская центральная районная больница""";1213003054;56.720508;48.454057
Анаферон детский;;4701.9;2011;"Муниципальное учреждение здравоохранения ""Советская центральная районная больница"" Республики Марий Эл";1213003054;56.720508;48.454057
анаферон детский таб гемеопатические №20;;4086.3;2012;"Муниципальное учреждение здравоохранения ""Районная больница"" Советско-Гаванского муниципального района";2704018103;48.96644;140.285128
Анаферон детский таб гемеопатические №20;;3732.3;2011;"Муниципальное учреждение здравоохранения ""Районная больница"" Советско-Гаванского муниципального района";2704018103;48.96644;140.285128
Анаферон детский №20;;3750;2011;"Муниципальное учреждение здравоохранения ""Районная больница"" Советско-Гаванского муниципального района";2704018103;48.96644;140.285128
Средства противовирусные, противоаллергические гомеопатические лекарственные;;7290.54;2014;"Государственное бюджетное учреждение здравоохранения ""Сахалинский областной врачебно-физкультурный диспансер""";6501119953;46.959179;142.738041
Анаферон детский табл.д/рассас. N 20;;6785.8;2013;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский табл.д/рассас. N 20;;20973;2013;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский табл.д/рассас. N 20;;17010;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон табл.д/рассас. N 20;;17353.14;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский табл.д/рассас. N 20;;4288.35;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон ТАБ ДЕТ №20;;174131.1;2011;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им.М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский ТАБ ДЕТ №20, в состав лекарственного средства должны входить антитела к гамма интерферону человека аффинно очищенные 0,003г;;1313430.3;2011;"Государственное учреждение здравоохранения ""Самарская областная клиническая больница им. М.И.Калинина""";6312023131;53.195538;50.101783
АНАФЕРОН ТАБ ДЕТ №20;;960300;2011;"Государственное учреждение здравоохранения ""Самарская областная клиническая больница им. М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский таб №20;;689264.4;2011;"Государственное учреждение здравоохранения ""Самарская областная клиническая больница им. М.И.Калинина""";6312023131;53.195538;50.101783
Анаферон детский таб №20;;689264.4;2011;"Государственное учреждение здравоохранения ""Самарская областная клиническая больница им. М.И.Калинина""";6312023131;53.195538;50.101783
Гомеопатические  42-47 гранул в 1гр.;;960;2011;"Государственное учреждение здравоохранения ""Самарская областная клиническая больница им. М.И.Калинина""";6312023131;53.195538;50.101783
оциллококцинум;;644.19;2013;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница №2""";6315801943;53.195538;50.101783
оциллококцинум гран 5 мг;;1107.5;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница № 2""";6315801943;53.195538;50.101783
афлубин капли фл 50мл;;1337.5;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница № 2""";6315801943;53.195538;50.101783
Анаферон;;9185;2011;"Государственное бюджетное учреждение здравоохранения ""Салехардская окружная клиническая больница""";8901004862;66.530715;66.613851
Траумель С;;19603.1;2012;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;19618;2012;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;8409.72;2011;"Государственное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;3263.8;2011;"Государственное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;3844.5;2010;"Государственное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;4061.3;2009;"Государственное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Траумель С (гомеоп) мазь 50 г;;966.78;2008;"Государственное учреждение здравоохранения ""Самарский областной клинический кардиологический диспансер""";6311027937;53.195538;50.101783
Анаферон детский,  Россия, в упаковке 20 таблеток;;3512.4;2012;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая офтальмологическая больница имени Т.И. Ерошевского""";6316027610;53.195538;50.101783
Анаферон детский, упаковка 20 таблеток;;2220;2011;"Государственное учреждение здравоохранения ""Самарская клиническая офтальмологическая больница имени Т.И. Ерошевского""";6316027610;53.195538;50.101783
Анаферон десткий . Анаферон десткий. Таблетки для рассасывания (детская форма). Активные компоненты: антитела к гамма-интерферону человека аффинно очищенные -    0,003 г (активная форма с содержанием не более 10?16 нг/г действующего вещества). Заводская упаковка 20 (двадцать) таблеток.;;8340;2014;"бюджетное учреждение здравоохранения Вологодской области ""Сокольская центральная районная больница""";3527002721;59.460968;40.099977
Анаферон детский табл.д/рассас. N 20;;31283.69;2014;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический противотуберкулезный диспансер имени Н.В. Постникова""";6316044140;53.195538;50.101783
Анаферон детский табл.д/рассас. N 20;;137.26;2014;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический противотуберкулезный диспансер имени Н.В. Постникова""";6316044140;53.195538;50.101783
Анаферон детский табл.д/рассас. N 20;;8429;2013;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический противотуберкулезный диспансер имени Н.В. Постникова""";6316044140;53.195538;50.101783
Анаферон табл.д/рассас. N 20;;18108;2012;"Государственное бюджетное учреждение здравоохранения ""Самарский областной клинический противотуберкулезный диспансер имени Н.В.Постникова""";6316044140;53.195538;50.101783
Средства противовирусные, противоаллергические гомеопатические лекарственные;;675.12;2015;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая стоматологическая поликлиника""";6315800386;53.195538;50.101783
Прополис;;378.9;2014;"Государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая стоматологическая поликлиника""";6315800386;53.195538;50.101783
Галстена;;3906.1;2012;"Муниципальное учреждение здравоохранения ""Солнечногорская центральная районная больница""";5044015324;56.185147;36.976678
анаферон взрослый;;3874.2;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""СОРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";1910001135;54.002606;90.253323
анаферон детский;;9696.5;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""СОРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";1910001135;54.002606;90.253323
анаферон детский;;6250.53;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""СОРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";1910001135;54.002606;90.253323
Иммуностимулирующее гомеопатическое средство (Анаферон таб №20) Россия;;9663.5;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СОСНОВОБОРСКАЯ РАЙОННАЯ БОЛЬНИЦА""";5831002895;53.36452;46.249691
Иммуностимулирующее гомеопатическое средство (Анаферон детский  таб №20) Россия;;20477;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СОСНОВОБОРСКАЯ РАЙОННАЯ БОЛЬНИЦА""";5831002895;53.36452;46.249691
Анаферон (Анаферон детский дет. таб №20 Россия);;6344.4;2014;"государственное бюджетное учреждение здравоохранения ""Сосновоборская районная больница""";5831002895;53.36452;46.249691
Анаферон (Анаферон детский дет. таб №20 Россия);;1586.1;2014;"государственное бюджетное учреждение здравоохранения ""Сосновоборская районная больница""";5831002895;53.36452;46.249691
Анаферон (Анаферон детский таб №20);;6507;2013;"Государственное бюджетное учреждение здравоохранения ""Сосновоборская центральная районная больница""";5831002895;53.36452;46.249691
Тенотен детский (Тенотен);;600;2013;"Государственное бюджетное учреждение здравоохранения ""Сосновоборская центральная районная больница""";5831002895;53.36452;46.249691
Анаферон;;4806.3;2013;"Государственное бюджетное учреждение здравоохранения ""Сосновоборская центральная районная больница""";5831002895;53.36452;46.249691
Тенотен детский таб №40;;753;2012;"Государственное бюджетное учреждение здравоохранения ""Сосновоборская центральная районная больница""";5831002895;53.36452;46.249691
